"BN/Registration number","Fiscal period end","Form ID","Line Number (700 to 708)","Staff Used?","Volunteers Used?","Financial Resource Used?","Property Resource Used?","Other Descriptions"
"119092765RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119092765RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119092765RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119092765RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"119092765RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119092765RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119095909RR0001",2018-3-31 00:00:00,"23",700,,,"X","X",
"119095909RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"119095909RR0001",2018-3-31 00:00:00,"23",702,"X","X",,"X",
"119095909RR0001",2018-3-31 00:00:00,"23",703,"X","X","X",,
"119095909RR0001",2018-3-31 00:00:00,"23",704,"X",,,,
"119095909RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"119105336RR0001",2018-5-31 00:00:00,"23",700,"X","X","X",,
"119105336RR0001",2018-5-31 00:00:00,"23",703,"X","X","X",,
"119105336RR0001",2018-5-31 00:00:00,"23",705,"X","X","X",,
"119108942RR0001",2018-8-31 00:00:00,"23",701,"X",,"X",,
"119108942RR0001",2018-8-31 00:00:00,"23",704,"X",,"X",,
"119108942RR0001",2018-8-31 00:00:00,"23",706,"X",,"X",,
"119119873RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"119119873RR0001",2018-3-31 00:00:00,"23",703,,"X","X",,
"119124105RR0001",2018-12-31 00:00:00,"23",700,"X",,,,
"119124105RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119124105RR0001",2018-12-31 00:00:00,"23",702,"X",,,,
"119124105RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"119124105RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119124105RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119124105RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119124105RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119124105RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119129021RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119129021RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"119129021RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119130359RR0001",2018-12-31 00:00:00,"23",700,,"X",,,
"119130359RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119130359RR0001",2018-12-31 00:00:00,"23",702,,"X",,,
"119130359RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119130359RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119130359RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119130359RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119130359RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119130359RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119140242RR0001",2018-3-31 00:00:00,"23",708,,,"X",,"Forwarded Canadian Museum Assoc. material to members"
"119142248RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119142248RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119142248RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119142248RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119142248RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119142248RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119142248RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119142248RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119142248RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119145951RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119145951RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"119145951RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119147320RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119147320RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119147320RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"119147320RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119147320RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119147320RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119147320RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119147320RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119147320RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119148492RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"119149789RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119149789RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119149789RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119149789RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119149789RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119149789RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119149789RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119149789RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119149789RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119149797RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"119149797RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"119149797RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"119149797RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"119149797RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"119149797RR0001",2018-12-31 00:00:00,"23",705,"X",,"X",,
"119149797RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"119149797RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119149797RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119151108RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119151330RR0001",2018-8-31 00:00:00,"23",703,,,"X",,
"119151330RR0001",2018-8-31 00:00:00,"23",705,,,"X",,
"119151330RR0001",2018-8-31 00:00:00,"23",706,,,"X",,
"119151330RR0001",2018-8-31 00:00:00,"23",707,,"X",,,
"119151330RR0001",2018-8-31 00:00:00,"23",708,,,"X",,"BOARD INVOLVEMENT"
"119170116RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119170116RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119170116RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119170116RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119170116RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119170116RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119170116RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119170116RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"119170116RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119172278RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119192763RR0001",2018-8-31 00:00:00,"23",700,,,"X",,
"119192763RR0001",2018-8-31 00:00:00,"23",701,,,"X",,
"119192763RR0001",2018-8-31 00:00:00,"23",703,,,"X",,
"119192763RR0001",2018-8-31 00:00:00,"23",704,,,"X",,
"119192763RR0001",2018-8-31 00:00:00,"23",706,,"X","X",,
"119206795RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"119211613RR0001",2018-3-31 00:00:00,"23",700,"X",,"X",,
"119211613RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"119211613RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"119211613RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"119212116RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"119212116RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"119212116RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119212116RR0001",2018-3-31 00:00:00,"23",708,"X",,"X",,"Alzheimer Society Day at Queen's Park, including meetings with local MPPs"
"119213874RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119213874RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119213874RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119213874RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119213874RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119213874RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119213874RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119213874RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119213874RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119218790RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119234227RR0001",2018-10-31 00:00:00,"23",701,"X",,,,
"119234227RR0001",2018-10-31 00:00:00,"23",705,"X",,,,
"119236792RR0001",2018-3-31 00:00:00,"23",700,"X","X","X","X",
"119236792RR0001",2018-3-31 00:00:00,"23",701,"X","X","X","X",
"119236792RR0001",2018-3-31 00:00:00,"23",702,"X","X","X",,
"119236792RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"119236792RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"119236792RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"119236792RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"119236792RR0001",2018-3-31 00:00:00,"23",707,"X",,,,
"119237477RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"119237477RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"119240091RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119240091RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119240091RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119240091RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119240091RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119240091RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119240091RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119240091RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119240091RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119241727RR0001",2018-12-31 00:00:00,"23",708,,,"X",,"Meeting with government officials & their staff"
"119242873RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119242873RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119242873RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119242873RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119242873RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"119242873RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119242873RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119242873RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"119242873RR0001",2018-12-31 00:00:00,"23",708,,"X",,,"Gifts to Council of Canadians"
"119244028RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119244028RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119244028RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119244028RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119244028RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119244028RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119244028RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119244028RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119244028RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119246635RR0007",2018-6-30 00:00:00,"23",700,"X",,,,
"119246635RR0007",2018-6-30 00:00:00,"23",701,"X",,,,
"119246635RR0007",2018-6-30 00:00:00,"23",702,"X",,,,
"119246635RR0008",2018-12-31 00:00:00,"23",700,,,"X",,
"119246635RR0008",2018-12-31 00:00:00,"23",701,"X",,,,
"119246635RR0008",2018-12-31 00:00:00,"23",702,"X","X","X",,
"119246635RR0008",2018-12-31 00:00:00,"23",703,,,,,
"119246635RR0008",2018-12-31 00:00:00,"23",704,,,,,
"119246635RR0008",2018-12-31 00:00:00,"23",705,,,,,
"119246635RR0008",2018-12-31 00:00:00,"23",706,"X","X","X",,
"119246635RR0008",2018-12-31 00:00:00,"23",707,,,,,
"119246635RR0008",2018-12-31 00:00:00,"23",708,,,,,
"119246742RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"119246742RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"119246742RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119246742RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119246742RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119246742RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"119246742RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119246742RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119246742RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119248565RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"119248565RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"119248565RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"119248565RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119248565RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119248565RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119248565RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"119248565RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119248565RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119248789RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119248789RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"119248789RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"119248789RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"119248789RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119254324RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"119254324RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"119254324RR0001",2018-12-31 00:00:00,"23",704,"X",,,,
"119254324RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"119254324RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"119257525RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"119257525RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"119257525RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"119257525RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"119257525RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"119257525RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119260883RR0001",2018-3-31 00:00:00,"23",700,"X","X",,,
"119260883RR0001",2018-3-31 00:00:00,"23",701,"X","X",,,
"119260883RR0001",2018-3-31 00:00:00,"23",702,"X","X",,,
"119260883RR0001",2018-3-31 00:00:00,"23",704,"X","X",,,
"119260883RR0001",2018-3-31 00:00:00,"23",705,"X","X",,,
"119260883RR0001",2018-3-31 00:00:00,"23",706,"X","X",,,
"119266526RR0001",2018-6-30 00:00:00,"23",702,"X",,,,
"119266526RR0001",2018-6-30 00:00:00,"23",703,"X",,,,
"119266526RR0001",2018-6-30 00:00:00,"23",706,"X",,,,
"119270726RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119270726RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"119270726RR0001",2018-12-31 00:00:00,"23",702,"X",,,,
"119270726RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"119270726RR0001",2018-12-31 00:00:00,"23",704,"X",,,,
"119270726RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"119270726RR0001",2018-12-31 00:00:00,"23",706,"X",,,,
"119270726RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119270726RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119271153RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119271153RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119271153RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119271153RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119271153RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119271153RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"119271153RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119271153RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119271153RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119276129RR0001",2018-4-30 00:00:00,"23",706,,,"X",,
"119276129RR0001",2018-4-30 00:00:00,"23",708,,"X",,,"CANADIAN BIOTECHNOLOGY ACTION NETWORK (CBAN) FOOD SECURITY POLICY GROUP (FSPG)"
"119276400RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119276400RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119276400RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119276400RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119276400RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119276400RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119276400RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119276400RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119276400RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119276723RR0001",2018-6-30 00:00:00,"23",707,,"X",,,
"119276723RR0001",2018-6-30 00:00:00,"23",708,,"X",,,"Free paid to research institute"
"119278166RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119278166RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119278166RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119278166RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119278166RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119278166RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119278166RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119278166RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119278166RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119278216RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119278216RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"119278216RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"119278216RR0001",2018-3-31 00:00:00,"23",703,,"X","X",,
"119278216RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"119278216RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119281640RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119281640RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119281640RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119281640RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119281640RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119281640RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119281640RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119281640RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119281640RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119282085RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"119282085RR0001",2018-3-31 00:00:00,"23",702,"X","X","X",,
"119282085RR0001",2018-3-31 00:00:00,"23",703,"X",,,,
"119282085RR0001",2018-3-31 00:00:00,"23",704,"X","X","X",,
"119282085RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"119282119RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119282119RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119282119RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119282119RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119282119RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119282119RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119282119RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119282119RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119282119RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119288140RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119288934RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119288934RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"119288934RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"119288934RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"119292415RR0001",2018-4-30 00:00:00,"23",700,,,"X",,
"119292415RR0001",2018-4-30 00:00:00,"23",701,,,"X",,
"119292415RR0001",2018-4-30 00:00:00,"23",702,,"X","X",,
"119292415RR0001",2018-4-30 00:00:00,"23",706,,,"X",,
"119292415RR0001",2018-4-30 00:00:00,"23",708,,,"X",,"media comment"
"119292464RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"119292464RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"119292464RR0001",2018-3-31 00:00:00,"23",702,"X","X","X",,
"119292464RR0001",2018-3-31 00:00:00,"23",705,,"X","X",,
"119292464RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"119293009RR0001",2018-4-30 00:00:00,"23",700,,"X","X",,
"119293009RR0001",2018-4-30 00:00:00,"23",701,,"X","X",,
"119293009RR0001",2018-4-30 00:00:00,"23",702,"X","X","X",,
"119293009RR0001",2018-4-30 00:00:00,"23",703,"X","X","X",,
"119293009RR0001",2018-4-30 00:00:00,"23",704,"X",,"X",,
"119293009RR0001",2018-4-30 00:00:00,"23",705,,"X","X",,
"119293009RR0001",2018-4-30 00:00:00,"23",706,,"X","X",,
"119301851RR0001",2018-12-31 00:00:00,"23",700,"X",,"X",,
"119301851RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"119301851RR0001",2018-12-31 00:00:00,"23",702,"X","X","X",,
"119301851RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119301851RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"119301851RR0001",2018-12-31 00:00:00,"23",705,"X","X","X",,
"119301851RR0001",2018-12-31 00:00:00,"23",706,"X","X","X",,
"119301851RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119301851RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119304855RR0001",2018-9-30 00:00:00,"23",700,,"X","X","X",
"119304855RR0001",2018-9-30 00:00:00,"23",701,"X","X","X",,
"119304855RR0001",2018-9-30 00:00:00,"23",702,,"X","X","X",
"119304855RR0001",2018-9-30 00:00:00,"23",703,"X","X","X",,
"119304855RR0001",2018-9-30 00:00:00,"23",704,,"X","X","X",
"119304855RR0001",2018-9-30 00:00:00,"23",705,"X","X","X","X",
"119304855RR0001",2018-9-30 00:00:00,"23",706,,"X","X","X",
"119304855RR0001",2018-9-30 00:00:00,"23",707,,,,,
"119304855RR0001",2018-9-30 00:00:00,"23",708,,,,,
"119304954RR0001",2018-6-30 00:00:00,"23",700,,"X","X",,
"119304954RR0001",2018-6-30 00:00:00,"23",702,,"X","X",,
"119304954RR0001",2018-6-30 00:00:00,"23",704,,"X","X",,
"119304954RR0001",2018-6-30 00:00:00,"23",705,,"X","X",,
"119304954RR0001",2018-6-30 00:00:00,"23",706,,"X","X",,
"119307080RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"119307080RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"119307080RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"119307411RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119307411RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"119307411RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"119307411RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119307924RR0001",2018-3-31 00:00:00,"23",700,"X","X","X",,
"119307924RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"119307924RR0001",2018-3-31 00:00:00,"23",702,"X","X","X",,
"119307924RR0001",2018-3-31 00:00:00,"23",703,"X","X","X",,
"119307924RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"119442838RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119442838RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119442838RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119442838RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119442838RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119442838RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119442838RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119442838RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119442838RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119647907RR0002",2018-3-31 00:00:00,"23",700,,"X","X",,
"119647907RR0002",2018-3-31 00:00:00,"23",701,"X",,"X",,
"119647907RR0002",2018-3-31 00:00:00,"23",702,,"X","X",,
"119647907RR0002",2018-3-31 00:00:00,"23",704,"X",,,,
"119647907RR0002",2018-3-31 00:00:00,"23",706,,,"X",,
"120404983RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"120404983RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"120404983RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"120404983RR0001",2018-3-31 00:00:00,"23",703,"X","X","X",,
"120404983RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"120404983RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"120404983RR0001",2018-3-31 00:00:00,"23",708,,,"X",,"Rencontre avec les élus"
"120817465RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"120817465RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"120817465RR0001",2018-3-31 00:00:00,"23",707,"X",,"X",,
"121152714RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"121152714RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
