"BN/Registration number","Fiscal period end","Form ID","Line Number (700 to 708)","Staff Used?","Volunteers Used?","Financial Resource Used?","Property Resource Used?","Other Descriptions"
"118839448RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"118839448RR0001",2018-12-31 00:00:00,"23",701,"X","X","X",,
"118839448RR0001",2018-12-31 00:00:00,"23",702,,"X","X",,
"118839448RR0001",2018-12-31 00:00:00,"23",703,"X","X","X",,
"118839448RR0001",2018-12-31 00:00:00,"23",704,"X","X","X",,
"118839448RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118839448RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"118839448RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118839448RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118841626RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118846344RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"118854421RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118854421RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118854421RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118854421RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118854421RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"118854421RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118854421RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118854421RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118854421RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118856707RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118861855RR0002",2018-12-31 00:00:00,"23",700,,,,,
"118861855RR0002",2018-12-31 00:00:00,"23",701,"X",,"X","X",
"118861855RR0002",2018-12-31 00:00:00,"23",702,,,,,
"118861855RR0002",2018-12-31 00:00:00,"23",703,,,,,
"118861855RR0002",2018-12-31 00:00:00,"23",704,,,,,
"118861855RR0002",2018-12-31 00:00:00,"23",705,"X",,"X","X",
"118861855RR0002",2018-12-31 00:00:00,"23",706,,,,,
"118861855RR0002",2018-12-31 00:00:00,"23",707,,,,,
"118861855RR0002",2018-12-31 00:00:00,"23",708,,,,,
"118868868RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"118868868RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"118868868RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"118868868RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"118868868RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"118869353RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"118869353RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"118869353RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"118869353RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"118869353RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"118869353RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"118869353RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118871698RR0001",2018-12-31 00:00:00,"23",700,"X",,"X",,
"118871698RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"118871698RR0001",2018-12-31 00:00:00,"23",702,"X","X","X",,
"118871698RR0001",2018-12-31 00:00:00,"23",703,,"X",,,
"118871698RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118871698RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118871698RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"118871698RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118871698RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118872126RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118872126RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118872126RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118872126RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"118872126RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"118872126RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118872126RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118872126RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118872126RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118874841RR0001",2018-6-30 00:00:00,"23",700,,"X","X",,
"118874841RR0001",2018-6-30 00:00:00,"23",702,,,"X",,
"118874841RR0001",2018-6-30 00:00:00,"23",705,,,"X",,
"118874841RR0001",2018-6-30 00:00:00,"23",706,,"X","X",,
"118878818RR0001",2018-12-31 00:00:00,"23",700,"X",,,,
"118878818RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"118878818RR0001",2018-12-31 00:00:00,"23",702,"X",,,,
"118878818RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"118878818RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118878818RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"118878818RR0001",2018-12-31 00:00:00,"23",706,"X",,,,
"118878818RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118878818RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118880087RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"118880087RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"118880087RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"118880087RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118880087RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118880087RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"118880087RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"118880087RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118880087RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118880822RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118888957RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"118888957RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"118888957RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"118888957RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"118888957RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"118888957RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118890086RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118890086RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118890086RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118890086RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118890086RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118890086RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118890086RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118890086RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118890086RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118913664RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"118913664RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"118913664RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"118913664RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"118913904RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118913904RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118913904RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118913904RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118913904RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118913904RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118913904RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118913904RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118913904RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118914597RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118914597RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"118914597RR0001",2018-12-31 00:00:00,"23",702,"X","X",,,
"118914597RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118914597RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118914597RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118914597RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118914597RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118914597RR0001",2018-12-31 00:00:00,"23",708,,"X",,,
"118918689RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118918689RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118918689RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118918689RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118918689RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118918689RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118918689RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118918689RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118918689RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118919109RR0001",2018-12-31 00:00:00,"23",708,"X",,,,"Briefs/presentations to municipal and federal committes"
"118920032RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"118928993RR0001",2018-6-30 00:00:00,"23",704,,"X","X","X",
"118928993RR0001",2018-6-30 00:00:00,"23",705,,"X","X","X",
"118928993RR0001",2018-6-30 00:00:00,"23",706,,"X","X","X",
"118929207RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118929207RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118929207RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118929207RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118929207RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118929207RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118929207RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118929207RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118929207RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118929272RR0001",2018-10-31 00:00:00,"23",700,,,,,
"118929272RR0001",2018-10-31 00:00:00,"23",701,,,,,
"118929272RR0001",2018-10-31 00:00:00,"23",702,,,"X",,
"118929272RR0001",2018-10-31 00:00:00,"23",703,,,,,
"118929272RR0001",2018-10-31 00:00:00,"23",704,,,,,
"118929272RR0001",2018-10-31 00:00:00,"23",705,,,,,
"118929272RR0001",2018-10-31 00:00:00,"23",706,,,,,
"118929272RR0001",2018-10-31 00:00:00,"23",707,,,,,
"118929272RR0001",2018-10-31 00:00:00,"23",708,,,,,
"118933001RR0001",2018-3-31 00:00:00,"23",700,"X",,"X",,
"118933001RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"118933001RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"118933001RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"118933001RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"118933001RR0001",2018-3-31 00:00:00,"23",707,"X","X","X",,
"118942200RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118942200RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"118942200RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118942200RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118942200RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118942200RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118942200RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118942200RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118942200RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118945088RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118950120RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"118950120RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"118950120RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"118950120RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118950120RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"118950120RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118950120RR0001",2018-12-31 00:00:00,"23",706,,"X","X",,
"118950120RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118950120RR0001",2018-12-31 00:00:00,"23",708,,"X","X",,
"118951425RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"118951540RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"118951540RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118951540RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118951540RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118951540RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"118951540RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118951540RR0001",2018-12-31 00:00:00,"23",706,"X",,"X",,
"118951540RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"118951540RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118951748RR0001",2018-4-30 00:00:00,"23",702,"X","X",,,
"118951748RR0001",2018-4-30 00:00:00,"23",704,"X",,,,
"118951748RR0001",2018-4-30 00:00:00,"23",706,"X","X",,,
"118963461RR0001",2018-3-31 00:00:00,"23",701,,"X",,,
"118963461RR0001",2018-3-31 00:00:00,"23",702,,"X",,,
"118963461RR0001",2018-3-31 00:00:00,"23",703,,"X",,,
"118965516RR0001",2018-6-30 00:00:00,"23",700,"X",,"X",,
"118965516RR0001",2018-6-30 00:00:00,"23",701,,,"X",,
"118965516RR0001",2018-6-30 00:00:00,"23",705,"X",,"X",,
"118965516RR0001",2018-6-30 00:00:00,"23",706,,,"X",,
"118968205RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"118968205RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"118968205RR0001",2018-3-31 00:00:00,"23",702,,"X",,,
"118968205RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"118968205RR0001",2018-3-31 00:00:00,"23",704,"X",,,,
"118968205RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"118968262RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"118968262RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"118968262RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"118968262RR0001",2018-3-31 00:00:00,"23",703,"X","X","X",,
"118968262RR0001",2018-3-31 00:00:00,"23",705,"X","X","X",,
"118968262RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"118968262RR0001",2018-3-31 00:00:00,"23",708,"X","X","X",,"REPRÉSENTATIONS"
"118968411RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"118968411RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"118968411RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118968411RR0001",2018-3-31 00:00:00,"23",708,,"X","X",,"ADHÉSION À LA TROVEPM, TROCM, TCGFM, CDC LONGUEUIL, ACEF"
"118971100RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118971100RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118971100RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118971100RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118971100RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118971100RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118971100RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118971100RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118971100RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",700,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",701,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",702,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",703,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",704,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",705,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",706,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",707,,,,,
"118975101RR0002",2018-12-31 00:00:00,"23",708,,,,,
"118975408RR0001",2018-3-31 00:00:00,"23",705,"X",,,,
"118976604RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"118976604RR0001",2018-12-31 00:00:00,"23",701,"X","X","X",,
"118976604RR0001",2018-12-31 00:00:00,"23",702,,"X","X",,
"118976604RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118976604RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118976604RR0001",2018-12-31 00:00:00,"23",705,"X","X","X",,
"118976604RR0001",2018-12-31 00:00:00,"23",706,"X","X","X",,
"118976604RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118976604RR0001",2018-12-31 00:00:00,"23",708,"X","X","X",,
"118977230RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118977230RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118977230RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118977230RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118977230RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118977230RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118977230RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118977230RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"118977230RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118977271RR0001",2018-3-31 00:00:00,"23",700,"X",,"X",,
"118977271RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"118977271RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"118986785RR0001",2018-2-28 00:00:00,"23",703,"X",,,,
"119002681RR0001",2018-4-30 00:00:00,"23",700,,,"X",,
"119002681RR0001",2018-4-30 00:00:00,"23",701,"X",,"X",,
"119002681RR0001",2018-4-30 00:00:00,"23",702,,,"X",,
"119002681RR0001",2018-4-30 00:00:00,"23",703,,,"X",,
"119002681RR0001",2018-4-30 00:00:00,"23",705,"X",,"X",,
"119002681RR0001",2018-4-30 00:00:00,"23",706,"X",,"X",,
"119012490RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"119012490RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"119012490RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119012490RR0001",2018-3-31 00:00:00,"23",708,,,"X",,
"119024313RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"119024313RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"119029163RR0001",2018-8-31 00:00:00,"23",700,,,"X",,
"119029163RR0001",2018-8-31 00:00:00,"23",701,"X",,"X",,
"119029163RR0001",2018-8-31 00:00:00,"23",702,,,"X",,
"119029163RR0001",2018-8-31 00:00:00,"23",703,,,"X",,
"119029163RR0001",2018-8-31 00:00:00,"23",704,,,"X",,
"119029163RR0001",2018-8-31 00:00:00,"23",705,"X",,"X",,
"119029163RR0001",2018-8-31 00:00:00,"23",706,,,"X",,
"119030823RR0001",2018-12-31 00:00:00,"23",700,"X","X","X",,
"119030823RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119030823RR0001",2018-12-31 00:00:00,"23",702,"X","X","X",,
"119030823RR0001",2018-12-31 00:00:00,"23",703,"X","X","X",,
"119030823RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119030823RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119030823RR0001",2018-12-31 00:00:00,"23",706,"X","X","X",,
"119030823RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119030823RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119033272RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119033272RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119033272RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119033272RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119033272RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"119033272RR0001",2018-12-31 00:00:00,"23",705,"X",,"X",,
"119033272RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"119033272RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119033272RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119033751RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119034593RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119038263RR0001",2018-3-31 00:00:00,"23",700,"X","X","X","X",
"119038263RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"119038263RR0001",2018-3-31 00:00:00,"23",702,"X","X","X","X",
"119038263RR0001",2018-3-31 00:00:00,"23",704,"X","X","X","X",
"119038263RR0001",2018-3-31 00:00:00,"23",705,"X","X","X","X",
"119038263RR0001",2018-3-31 00:00:00,"23",706,"X","X","X","X",
"119039337RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119039337RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"119039337RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119048452RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119048452RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"119048452RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"119048452RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"119048452RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"119048452RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"119048452RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119048460RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"119048460RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"119048460RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"119048460RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"119048460RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"119048460RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119060804RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119060804RR0001",2018-12-31 00:00:00,"23",701,"X",,,"X",
"119060804RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119060804RR0001",2018-12-31 00:00:00,"23",703,"X",,,"X",
"119060804RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119060804RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"119060804RR0001",2018-12-31 00:00:00,"23",706,,,,,
"119060804RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119060804RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119063188RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"119063188RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"119063188RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"119063188RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"119063188RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"119063188RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"119071553RR0001",2018-9-30 00:00:00,"23",702,"X",,,,
"119071553RR0001",2018-9-30 00:00:00,"23",705,"X",,,,
"119071553RR0001",2018-9-30 00:00:00,"23",706,"X",,,,
"119074094RR0001",2018-12-31 00:00:00,"23",700,,,,,
"119074094RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"119074094RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119074094RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"119074094RR0001",2018-12-31 00:00:00,"23",704,"X",,,"X",
"119074094RR0001",2018-12-31 00:00:00,"23",705,"X",,,"X",
"119074094RR0001",2018-12-31 00:00:00,"23",706,"X",,,"X",
"119074094RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119074094RR0001",2018-12-31 00:00:00,"23",708,,,,,
"119075091RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"119075091RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"119075091RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"119075638RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"119075638RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119075638RR0001",2018-12-31 00:00:00,"23",702,,,,,
"119075638RR0001",2018-12-31 00:00:00,"23",703,,,,,
"119075638RR0001",2018-12-31 00:00:00,"23",704,,,,,
"119075638RR0001",2018-12-31 00:00:00,"23",705,,,,,
"119075638RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"119075638RR0001",2018-12-31 00:00:00,"23",707,,,,,
"119075638RR0001",2018-12-31 00:00:00,"23",708,,,"X",,
"119092765RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"119092765RR0001",2018-12-31 00:00:00,"23",701,,,,,
"119092765RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
