"BN/Registration number","Fiscal period end","Form ID","300","305","310","315","320","325","330","335","340","345","370","380","390"
"101161776RR0001",2018-12-31 00:00:00,"23",4,1,3,,,,,,,,18,$57337.00,$289974.00
"101161792RR0001",2018-3-31 00:00:00,"23",2,2,,,,,,,,,,,$122596.00
"101203941RR0001",2018-6-30 00:00:00,"23",23,19,3,1,,,,,,,22,$99777.00,$1010634.00
"101205888RR0001",2018-3-31 00:00:00,"23",36,,9,1,,,,,,,32,$0.00,$3065413.00
"101205904RR0001",2018-12-31 00:00:00,"23",1,8,1,,1,,,,,,9,$290840.00,$460032.00
"101214716RR0001",2018-12-31 00:00:00,"23",1,,1,,,,,,,,10,$92394.00,$134977.00
"101258010RR0001",2018-6-30 00:00:00,"23",1,,1,,,,,,,,2,$17302.00,$121514.00
"101258077RR0001",2018-8-31 00:00:00,"23",,,4,1,,,,,,,4,$117436.00,$433173.00
"101266781RR0001",2018-12-31 00:00:00,"23",11,6,4,,,,,,,,11,$97888.00,$509153.00
"101278349RR0001",2018-3-31 00:00:00,"23",3,2,1,,,,,,,,6,$87404.00,$194173.00
"101278414RR0001",2018-6-30 00:00:00,"23",3,1,2,,,,,,,,12,$69097.00,$195821.00
"101323392RR0001",2018-12-31 00:00:00,"23",1,1,,,,,,,,,2,,$35440.00
"101354322RR0001",2018-3-31 00:00:00,"23",1,,1,,,,,,,,3,$71750.00,$143619.00
"101397644RR0001",2018-3-31 00:00:00,"23",329,,4,5,,1,,,,,294,$4649065.00,$16549978.00
"101410512RR0001",2018-12-31 00:00:00,"23",16,15,1,,,,,,,,11,$50970.00,$605417.00
"101436061RR0001",2018-10-15 00:00:00,"23",,,,,,,,,,,1,$12150.00,$12150.00
"101469609RR0001",2018-3-31 00:00:00,"23",5,,3,1,,1,,,,,1,$10329.00,$521531.00
"101476083RR0001",2018-3-31 00:00:00,"23",18,3,7,,,,,,,,43,$357600.00,$1006883.00
"101497618RR0001",2018-12-31 00:00:00,"23",25,,9,1,,,,,,,43,$999987.00,$2116352.00
"101538502RR0001",2018-3-31 00:00:00,"23",1,1,,,,,,,,,27,$567892.00,$567892.00
"101544351RR0001",2018-12-31 00:00:00,"23",1,,1,,,,,,,,18,$134393.00,$199669.00
"101546588RR0001",2018-5-31 00:00:00,"23",23,,,,,,,,,,14,$94933.00,$1615820.00
"101560571RR0001",2018-6-30 00:00:00,"23",22,2,5,1,,,,,,,15,$322770.00,$1837131.00
"101562247RR0001",2018-6-30 00:00:00,"23",1,1,,,,,,,,,7,$0.00,$143283.00
"101562841RR0001",2018-6-30 00:00:00,"23",33,29,4,,,,,,,,24,$298267.00,$1363147.00
"101562874RR0001",2018-6-30 00:00:00,"23",62,,,8,2,,,,,,167,$606399.00,$5761894.00
"101563096RR0001",2018-12-31 00:00:00,"23",3,2,1,,,,,,,,4,$74844.00,$228054.00
"101569697RR0001",2018-3-31 00:00:00,"23",1,,1,,,,,,,,0,,$79513.00
"101574093RR0001",2018-3-31 00:00:00,"23",2,2,,,,,,,,,,$0.00,$75222.00
"101577294RR0001",2018-12-31 00:00:00,"23",4,,3,,,,,,,,20,$297430.00,$591730.00
"101580918RR0001",2018-3-31 00:00:00,"23",16,4,5,1,,,,,,,12,$125651.00,$860726.00
"101589380RR0001",2018-12-31 00:00:00,"23",1,,1,,,,,,,,,$0.00,$63012.00
"101589455RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,1,$7760.00,$7760.00
"101630010RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,19,$83912.00,$83912.00
"101630812RR0001",2018-8-31 00:00:00,"23",28,,9,1,,,,,,,41,$249467.00,$1614443.00
"101630820RR0001",2018-3-31 00:00:00,"23",23,,3,3,3,1,,,,,19,$325870.00,$2267980.00
"101633485RR0001",2018-6-30 00:00:00,"23",12,5,6,1,,,,,,,,$0.00,$575753.00
"101633501RR0001",2018-6-30 00:00:00,"23",10,7,3,,,,,,,,,$0.00,$429431.00
"101645612RR0001",2018-3-31 00:00:00,"23",,4,1,,,,,,,,,$0.00,$159914.00
"101663995RR0001",2018-12-31 00:00:00,"23",15,7,3,,,,,,,,,,$482384.00
"101676864RR0001",2018-6-30 00:00:00,"23",2,1,1,,,,,,,,5,$580.00,$99924.00
"101678969RR0001",2018-3-31 00:00:00,"23",25,,8,2,,,,,,,28,$243216.00,$1613023.00
"101690436RR0001",2018-12-31 00:00:00,"23",37,,8,2,,,,,,,56,$1204703.00,$3011759.00
"101731693RR0001",2018-12-31 00:00:00,"23",2,2,,,,,,,,,,$0.00,$33295.00
"101736742RR0001",2018-3-31 00:00:00,"23",29,14,12,3,,,,,,,14,$17701.00,$1101966.00
"101737401RR0001",2018-12-31 00:00:00,"23",22,,11,,,,,,,,18,$108189.00,$1157191.00
"101756112RR0001",2018-3-31 00:00:00,"23",5,4,1,,,,,,,,,$0.00,$163724.00
"101758282RR0001",2018-6-30 00:00:00,"23",8,4,4,,,,,,,,3,$49694.00,$521873.00
"101787554RR0001",2018-9-30 00:00:00,"23",13,,8,2,,,,,,,124,$253394.00,$1242559.00
"101808145RR0001",2018-3-31 00:00:00,"23",40,,6,2,1,,,,,,97,$1325685.00,$3415536.00
"101835007RR0001",2018-4-30 00:00:00,"23",2,,1,,1,,,,,,,$0.00,$232761.00
"101835155RR0001",2018-12-31 00:00:00,"23",2,,1,1,,,,,,,,$0.00,$175487.00
"101835163RR0001",2018-12-31 00:00:00,"23",7,3,3,1,,,,,,,,,$303140.00
"101835171RR0001",2018-3-31 00:00:00,"23",2,1,1,,,,,,,,1,$6359.00,$96105.00
"101835247RR0001",2018-3-31 00:00:00,"23",8,7,1,,,,,,,,1,$10054.00,$208439.00
"101835445RR0001",2018-12-31 00:00:00,"23",5,2,2,1,,,,,,,9,,$343761.00
"101835460RR0001",2018-3-31 00:00:00,"23",2,1,1,,,,,,,,1,$13288.00,$78228.00
"101835502RR0001",2018-4-30 00:00:00,"23",8,,6,2,,,,,,,19,$37616.00,$643394.00
"101835544RR0001",2018-3-31 00:00:00,"23",4,2,2,,,,,,,,7,$127902.00,$284137.00
"101835650RR0001",2018-12-31 00:00:00,"23",1,,1,,,,,,,,3,$43076.00,$94846.00
"101835684RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,3,$12585.00,$12585.00
"101835841RR0001",2018-3-31 00:00:00,"23",10,7,2,1,,,,,,,20,$518000.00,$997489.00
"101835866RR0001",2018-3-31 00:00:00,"23",7,4,3,,,,,,,,40,$299037.00,$607760.00
